,latitude,longitude,acq_date,acq_time,class,NDVI,EVI
829,38.149,23.5447,2023-07-19,1952,fire,0.5399,0.3328
830,40.9556,25.8706,2023-08-11,1926,not fire,0.8943,0.5697
831,41.0883,26.0983,2023-08-02,902,not fire,0.7176,0.4854
832,38.1787,23.5006,2023-07-17,2009,fire,0.3608,0.2177
833,41.1583,26.1581,2023-08-31,1942,fire,0.5074,0.2993
834,36.0946,27.944,2023-07-13,104,not fire,0.8908,0.6412
835,41.1365,26.1386,2023-08-21,1942,not fire,0.5274,0.2984
836,38.368,22.7357,2023-08-04,1133,not fire,0.7067,0.4129
837,36.1506,27.9482,2023-07-02,2016,not fire,0.7506,0.5205
838,36.1259,27.9359,2023-07-23,817,fire,0.8739,0.6931
839,38.1229,23.6507,2023-08-22,1147,fire,0.2901,0.1776
840,36.111,27.9306,2023-07-14,857,not fire,0.8883,0.5726
841,41.1962,26.2142,2023-08-31,837,fire,0.6253,0.3922
842,40.8859,25.9681,2023-08-20,57,fire,0.7593,0.429
843,40.972,25.7217,2023-08-02,2007,not fire,0.784,0.3641
844,41.0598,26.1575,2023-08-01,1926,not fire,0.7313,0.4725
845,36.215,27.9839,2023-07-02,2016,not fire,0.9257,0.6658
846,38.158,23.482,2023-07-17,2009,fire,0.8731,0.5478
847,38.1576,23.4967,2023-07-28,51,not fire,0.89,0.5903
848,40.9235,26.0713,2023-08-09,1121,not fire,0.7637,0.3992
849,40.9362,25.9679,2023-08-01,1,not fire,0.633,0.3582
850,40.921,25.7155,2023-08-02,2007,not fire,0.36,0.2198
851,40.9364,26.0762,2023-08-12,1148,not fire,0.822,0.4434
852,36.1127,27.9074,2023-07-14,857,not fire,0.9007,0.6927
853,41.0001,26.1142,2023-08-22,43,fire,0.7679,0.3655
854,41.1522,26.1239,2023-08-30,1050,fire,0.6714,0.4242
855,36.0781,27.857,2023-07-25,2040,fire,0.9035,0.6473
856,41.1337,26.1682,2023-08-26,1119,fire,0.7343,0.4279
857,38.114,23.6528,2023-08-02,1147,not fire,0.3208,0.1767
858,40.9172,26.0833,2023-07-30,1943,not fire,0.7851,0.5694
859,36.9624,22.521,2023-07-29,1236,not fire,0.7186,0.4734
860,41.1564,26.1459,2023-08-31,1942,fire,0.5971,0.3526
861,39.7688,19.8912,2023-07-25,937,fire,0.8042,0.6727
862,39.3495,22.7209,2023-08-16,1139,not fire,0.7961,0.5637
863,36.101,27.9823,2023-07-03,104,not fire,0.8849,0.5962
864,40.9447,25.933,2023-08-21,1926,fire,0.8158,0.5365
865,40.986,26.0852,2023-08-02,43,not fire,0.8012,0.4259
866,40.9857,26.1381,2023-08-23,805,fire,0.6948,0.3378
867,38.1512,23.5581,2023-07-29,1952,not fire,0.4359,0.2979
868,40.8881,25.8886,2023-08-02,43,not fire,0.8627,0.5333
869,38.3516,23.27,2023-08-12,2006,not fire,0.5349,0.3806
870,38.1713,23.514,2023-07-07,2009,not fire,0.4269,0.2672
871,39.7861,19.8834,2023-07-05,2041,not fire,0.6874,0.4528
872,40.9105,25.8072,2023-08-12,43,not fire,0.7862,0.4095
873,41.1901,26.1214,2023-08-30,1228,fire,0.4399,0.2583
874,41.0807,26.1933,2023-08-02,43,not fire,0.5334,0.3744
875,38.1057,23.7039,2023-08-22,2006,fire,0.2587,0.1238
876,38.1272,23.6117,2023-08-04,29,not fire,0.3403,0.1734
877,41.138,25.2021,2023-08-31,1926,not fire,0.8458,0.4639
878,36.1219,27.9578,2023-07-12,2016,not fire,0.8396,0.5676
879,38.1498,23.4761,2023-07-08,1154,not fire,0.6757,0.4331
880,38.3366,22.734,2023-08-21,1926,fire,0.7392,0.5113
881,36.231,27.9307,2023-07-20,2341,fire,0.8312,0.5792
882,36.0699,27.9021,2023-08-13,1111,not fire,0.8924,0.5977
883,41.0961,26.2141,2023-08-24,1133,fire,0.7601,0.4835
884,38.1328,23.4993,2023-07-27,2009,not fire,0.8459,0.5377
885,38.1262,23.5139,2023-08-07,51,not fire,0.794,0.611
886,38.3574,23.2453,2023-08-22,2006,fire,0.6012,0.3793
887,36.2082,27.9921,2023-07-23,104,fire,0.8965,0.5614
888,40.8624,26.0711,2023-08-10,919,not fire,0.7151,0.4337
889,38.1145,23.6316,2023-08-22,2006,fire,0.4796,0.248
890,38.1772,23.5426,2023-07-08,946,not fire,0.8088,0.5839
891,38.0409,23.4391,2023-07-28,2049,not fire,0.5619,0.3219
892,39.762,19.8646,2023-08-14,1154,not fire,0.7723,0.5352
893,41.2278,26.2226,2023-08-11,26,not fire,0.8234,0.5985
894,41.0318,26.0912,2023-08-02,43,not fire,0.7755,0.3857
895,36.0631,27.9295,2023-07-14,857,not fire,0.8999,0.6432
896,36.2372,28.0019,2023-08-12,104,not fire,0.8114,0.5833
897,36.2602,27.9083,2023-07-19,1952,fire,0.5419,0.3771
898,41.1361,26.0499,2023-08-07,1201,not fire,0.76,0.407
899,38.2365,22.8383,2023-08-02,2006,not fire,0.7184,0.4845
900,38.1355,23.6167,2023-08-14,1133,not fire,0.2161,0.0949
901,40.9865,26.0308,2023-08-02,902,not fire,0.6494,0.3501
902,36.1917,27.9507,2023-07-01,1935,not fire,0.8243,0.6058
903,38.3514,21.5814,2023-08-12,1147,not fire,0.8439,0.6137
904,40.9227,25.8804,2023-08-01,1926,not fire,0.8731,0.5135
905,39.349,22.7901,2023-07-07,35,not fire,0.7658,0.6623
906,41.0168,26.0685,2023-08-12,43,not fire,0.8214,0.4814
907,36.0422,27.8561,2023-07-15,2040,not fire,0.8365,0.6158
908,41.0978,26.1728,2023-08-31,1106,not fire,0.7913,0.4342
909,36.1203,27.9304,2023-07-04,8,not fire,0.8929,0.5755
910,40.9919,26.0489,2023-08-22,43,fire,0.7792,0.4775
911,40.8753,25.7921,2023-08-22,43,fire,0.8395,0.5085
912,38.152,22.2018,2023-07-03,1919,not fire,0.7774,0.653
913,41.0169,26.1249,2023-08-12,43,not fire,0.7673,0.3739
914,40.8664,25.7898,2023-08-22,43,fire,0.8529,0.5488
915,40.8874,26.0871,2023-07-31,919,not fire,0.5797,0.3238
916,40.9263,25.8984,2023-08-01,1926,not fire,0.8651,0.5128
917,40.8882,25.937,2023-08-10,1202,not fire,0.8499,0.5534
918,41.2283,26.1828,2023-08-11,837,not fire,0.7473,0.4954
919,38.2469,22.9131,2023-08-11,822,not fire,0.7584,0.4722
920,36.0342,27.8672,2023-08-05,1943,not fire,0.7987,0.5259
921,40.8909,25.9691,2023-07-30,1943,not fire,0.7964,0.4947
922,40.9903,26.129,2023-08-22,1148,fire,0.7506,0.384
923,38.1465,23.5064,2023-07-08,51,not fire,0.7473,0.5515
924,40.9263,25.84,2023-08-01,1926,not fire,0.8128,0.4678
925,39.7561,19.8903,2023-08-02,2058,not fire,0.6828,0.5138
926,36.2207,27.999,2023-08-01,2016,not fire,0.9162,0.5595
927,38.0379,23.4021,2023-07-28,1912,not fire,0.5081,0.2798
928,38.5518,23.6731,2023-08-12,44,not fire,0.808,0.6121
929,40.9742,26.0023,2023-08-22,1148,fire,0.7883,0.4467
930,37.0913,25.5002,2023-07-24,1944,not fire,0.799,0.6358
931,38.1249,23.6412,2023-08-12,2006,not fire,0.507,0.3487
932,41.1792,25.5293,2023-08-02,1148,not fire,0.7393,0.4379
933,36.1433,27.9398,2023-07-04,857,not fire,0.7792,0.5526
934,36.1004,27.9268,2023-07-14,8,not fire,0.8968,0.7203
935,36.2015,27.9406,2023-07-02,914,not fire,0.9099,0.7178
936,36.1536,27.9605,2023-07-11,1935,not fire,0.7932,0.5773
937,36.0537,27.9194,2023-07-15,2354,not fire,0.8325,0.5618
938,40.911,25.9198,2023-08-22,43,fire,0.8148,0.4377
939,41.1417,26.1681,2023-08-16,829,not fire,0.665,0.3864
940,39.3863,22.8144,2023-07-06,1235,not fire,0.7205,0.5407
941,39.7688,19.9084,2023-08-03,7,not fire,0.7466,0.5724
942,40.985,25.7488,2023-08-12,2007,not fire,0.8305,0.4308
943,38.2492,22.8644,2023-08-12,1147,not fire,0.6987,0.5112
944,36.2507,27.9164,2023-07-19,1058,fire,0.6288,0.4481
945,38.3364,22.7356,2023-08-02,903,not fire,0.7421,0.4687
946,41.1298,26.0904,2023-08-06,829,not fire,0.8026,0.3945
947,41.0366,26.004,2023-08-12,43,not fire,0.787,0.3608
948,40.9683,26.0299,2023-08-22,1148,fire,0.6805,0.3635
949,41.0423,26.1822,2023-08-27,910,fire,0.7248,0.3612
950,40.9206,26.0558,2023-08-09,1121,not fire,0.7421,0.4165
951,36.2188,27.9655,2023-07-03,817,not fire,0.9227,0.6668
952,38.1245,23.593,2023-08-05,1214,not fire,0.4067,0.2172
953,36.0586,27.9049,2023-08-13,1111,not fire,0.8371,0.5509
954,37.8141,23.9465,2023-07-07,1113,not fire,0.6504,0.4695
955,38.1151,23.5232,2023-07-08,51,not fire,0.7047,0.4571
956,41.0495,26.1756,2023-08-22,1148,fire,0.7488,0.3652
957,41.1468,25.2449,2023-08-31,1926,not fire,0.6797,0.3937
958,41.2168,26.2376,2023-08-11,1942,not fire,0.488,0.3399
959,36.0736,27.966,2023-08-01,2016,not fire,0.8924,0.5224
960,40.911,25.9198,2023-08-12,43,not fire,0.8815,0.5039
961,36.1251,27.9168,2023-08-03,857,not fire,0.8924,0.6393
962,41.0079,26.0658,2023-08-02,43,not fire,0.7401,0.5229
963,41.0108,25.8951,2023-08-12,2007,not fire,0.8261,0.4842
964,38.1412,23.647,2023-08-14,1133,not fire,0.4796,0.2993
965,41.1739,25.5417,2023-08-01,1106,not fire,0.8259,0.5328
966,36.2082,27.9921,2023-07-13,104,not fire,0.8965,0.5614
967,40.8907,25.8143,2023-08-22,43,fire,0.7961,0.5215
968,40.9899,26.1422,2023-08-03,1230,not fire,0.7253,0.3352
969,36.2468,27.941,2023-07-28,2355,not fire,0.7855,0.5785
970,39.7935,19.8802,2023-07-05,1154,not fire,0.6304,0.3865
971,38.1122,23.6414,2023-08-02,1147,not fire,0.5085,0.3643
972,41.1795,26.1979,2023-08-21,837,not fire,0.5829,0.3314
973,38.0828,23.4629,2023-08-07,1154,not fire,0.4342,0.3033
974,36.1242,27.9519,2023-07-03,817,not fire,0.8885,0.6178
975,36.1121,27.9259,2023-07-13,1207,not fire,0.8804,0.5818
976,38.0344,23.4003,2023-07-19,1058,fire,0.6782,0.3708
977,41.0971,26.1185,2023-08-12,1148,not fire,0.6786,0.5044
978,36.231,27.9307,2023-07-10,2341,not fire,0.8589,0.6161
979,39.7561,19.8903,2023-07-03,2058,not fire,0.7459,0.4838
980,41.5869,26.4731,2023-08-08,848,not fire,0.2707,0.1855
981,36.0662,27.9038,2023-07-04,1959,not fire,0.9155,0.6751
982,40.993,25.823,2023-08-12,2007,not fire,0.6881,0.4346
983,39.3371,22.7804,2023-08-06,35,not fire,0.8533,0.7058
984,36.1234,27.9105,2023-07-04,857,not fire,0.9156,0.6583
985,36.1218,27.9334,2023-07-14,857,not fire,0.8986,0.6803
986,38.0949,23.4837,2023-07-28,1154,not fire,0.8067,0.6562
987,40.9668,25.7672,2023-08-12,2007,not fire,0.7416,0.4084
988,40.8819,25.6407,2023-08-12,2007,not fire,0.4088,0.2469
989,36.2235,27.9253,2023-08-08,1058,not fire,0.9052,0.6721
990,38.335,22.7518,2023-08-02,2006,not fire,0.8121,0.56
991,38.9318,22.0896,2023-08-12,1147,not fire,0.8109,0.5688
992,36.1219,27.9164,2023-07-24,8,fire,0.9086,0.6665
993,38.0478,23.4507,2023-07-29,1058,not fire,0.4689,0.277
994,40.899,25.8789,2023-08-12,43,not fire,0.8541,0.5503
995,36.0831,27.8837,2023-07-26,1943,fire,0.8925,0.6269
996,40.9995,25.9269,2023-08-02,1148,not fire,0.8923,0.5273
997,38.1719,23.5248,2023-08-07,51,not fire,0.6112,0.322
998,40.9474,25.9973,2023-08-10,2023,not fire,0.6794,0.3545
999,39.3232,22.7993,2023-08-16,1139,not fire,0.3996,0.1839
1000,36.1857,27.9759,2023-08-12,817,not fire,0.9159,0.5459
1001,39.3827,22.8103,2023-08-15,1235,not fire,0.6513,0.3815
1002,39.7837,19.8773,2023-08-04,937,not fire,0.6554,0.4054
1003,37.8011,23.9524,2023-07-27,1113,not fire,0.6805,0.4134
1004,36.2068,27.9795,2023-07-22,2016,fire,0.9017,0.6385
1005,38.165,23.5195,2023-07-28,1154,not fire,0.5797,0.3131
1006,39.7827,19.8455,2023-08-14,2041,not fire,0.5855,0.3531
1007,36.1085,27.9429,2023-08-12,817,not fire,0.8387,0.5659
1008,41.1423,26.1751,2023-08-11,1942,not fire,0.6605,0.3731
1009,38.1313,23.4879,2023-08-06,2009,not fire,0.8698,0.5959
1010,40.8734,25.8041,2023-08-12,43,not fire,0.9129,0.5266
1011,36.1946,27.9811,2023-08-11,2016,not fire,0.8996,0.5426
1012,36.0942,27.9088,2023-07-27,36,fire,0.9004,0.6466
1013,36.2166,27.9405,2023-08-09,1139,not fire,0.9013,0.5695
1014,39.3537,22.8315,2023-07-27,35,fire,0.9134,0.8474
1015,41.054,24.6655,2023-08-22,1148,fire,0.647,0.4207
1016,41.0578,26.1615,2023-08-02,43,not fire,0.601,0.3962
1017,38.0965,23.4951,2023-08-07,1154,not fire,0.7149,0.4622
1018,40.9304,25.8068,2023-08-22,1148,fire,0.5458,0.3376
1019,40.9079,25.8813,2023-08-12,43,not fire,0.8792,0.545
1020,40.913,25.9079,2023-08-02,43,not fire,0.8211,0.5144
1021,39.757,19.8847,2023-08-02,2058,not fire,0.7845,0.5505
1022,38.1085,23.5158,2023-07-18,1154,fire,0.7927,0.4942
1023,39.3411,22.856,2023-08-06,35,not fire,0.8891,0.6527
1024,36.116,27.9828,2023-08-12,104,not fire,0.8729,0.5995
1025,38.2453,22.8363,2023-08-22,2006,fire,0.6536,0.4162
1026,38.3375,22.7228,2023-08-12,44,not fire,0.8628,0.6138
1027,36.2425,27.9892,2023-07-13,1919,not fire,0.6557,0.3822
1028,38.1719,23.4936,2023-07-18,946,fire,0.6103,0.4519
1029,40.9857,26.1381,2023-08-03,805,not fire,0.7276,0.3442
1030,39.3869,22.8782,2023-08-16,35,not fire,0.7252,0.4117
1031,41.0934,26.2014,2023-08-12,2007,not fire,0.7929,0.5896
1032,40.9943,25.8228,2023-08-03,1052,not fire,0.8267,0.4649
1033,39.3506,22.7766,2023-07-07,35,not fire,0.7524,0.6237
1034,38.1262,23.4826,2023-08-07,946,not fire,0.7615,0.5427
1035,41.2185,26.2204,2023-08-31,27,fire,0.7788,0.5347
1036,38.1627,23.5115,2023-07-08,1912,not fire,0.7041,0.5182
1037,41.0558,26.1876,2023-08-06,1934,not fire,0.5382,0.369
1038,36.2425,27.9892,2023-07-23,1919,fire,0.6557,0.3822
1039,40.8935,25.793,2023-08-22,902,fire,0.7684,0.4441
1040,40.9751,25.7504,2023-08-02,2007,not fire,0.846,0.4796
1041,41.0127,26.0454,2023-08-01,1926,not fire,0.8618,0.475
1042,38.2434,22.919,2023-08-11,822,not fire,0.6983,0.4179
1043,38.0972,23.5746,2023-08-13,1137,not fire,0.5455,0.2975
1044,37.9823,24.5131,2023-08-13,2000,not fire,0.4351,0.2748
1045,36.0597,27.9464,2023-08-01,2016,not fire,0.8681,0.5818
1046,40.9066,25.6741,2023-08-12,2007,not fire,0.3343,0.2099
1047,40.9977,26.0131,2023-08-12,43,not fire,0.8159,0.4388
1048,38.1485,23.4942,2023-08-07,51,not fire,0.8716,0.5961
1049,40.972,26.0561,2023-08-22,43,fire,0.7754,0.4328
1050,40.9099,25.8692,2023-08-12,43,not fire,0.8763,0.5939
1051,40.9344,26.085,2023-08-12,902,not fire,0.8282,0.4534
1052,38.9373,22.0539,2023-08-25,1215,fire,0.777,0.6095
1053,41.1861,26.2208,2023-08-11,1942,not fire,0.6339,0.452
1054,36.1895,27.9376,2023-07-11,1935,not fire,0.7464,0.5185
1055,38.123,23.444,2023-07-09,1236,not fire,0.4432,0.2645
1056,36.0074,27.8698,2023-07-15,2040,not fire,0.607,0.3988
1057,36.1367,27.9283,2023-08-11,2016,not fire,0.8279,0.5451
1058,38.1069,23.5044,2023-07-28,1154,not fire,0.6575,0.3849
1059,36.245,27.9694,2023-08-12,104,not fire,0.8893,0.6178
1060,40.9344,25.9953,2023-08-01,1,not fire,0.7181,0.3778
1061,41.1737,22.6532,2023-08-21,1132,not fire,0.7958,0.6172
1062,40.9245,25.8359,2023-08-12,43,not fire,0.8128,0.4678
1063,39.7837,19.8773,2023-07-15,937,not fire,0.6252,0.4728
1064,39.3211,22.8315,2023-07-17,35,not fire,0.7044,0.4913
1065,38.1122,23.6414,2023-08-22,1147,fire,0.3661,0.1771
1066,39.3178,22.8581,2023-08-16,35,not fire,0.7824,0.5188
1067,38.1677,23.4721,2023-08-07,1154,not fire,0.8675,0.5952
1068,38.143,23.7087,2023-08-13,1909,not fire,0.4962,0.2938
1069,40.9265,26.0868,2023-08-09,1121,not fire,0.8153,0.4711
1070,40.9991,25.9669,2023-08-31,1926,not fire,0.8445,0.4669
1071,36.1202,27.9274,2023-07-04,857,not fire,0.9035,0.6028
1072,39.765,19.8626,2023-07-15,49,not fire,0.7905,0.6455
1073,36.1219,27.9578,2023-07-02,2016,not fire,0.838,0.6014
1074,40.974,26.0441,2023-08-22,43,fire,0.7022,0.3867
1075,38.1669,23.48,2023-07-07,2009,not fire,0.6401,0.4416
1076,39.2994,22.8341,2023-08-06,1139,not fire,0.8501,0.5886
1077,40.8961,25.7786,2023-08-02,902,not fire,0.7778,0.4012
1078,41.1042,26.191,2023-08-01,1106,not fire,0.6673,0.4913
1079,38.0366,24.532,2023-07-03,1207,not fire,0.4895,0.3573
1080,38.1739,23.5128,2023-07-28,51,not fire,0.3553,0.1422
1081,39.3674,22.8097,2023-07-06,1235,not fire,0.7768,0.6189
1082,38.3749,22.7365,2023-08-24,847,fire,0.7113,0.4633
1083,40.9872,25.9039,2023-08-22,1148,fire,0.8654,0.4622
1084,38.1661,23.4608,2023-07-18,1154,fire,0.7271,0.5112
1085,41.0187,26.1563,2023-08-02,1148,not fire,0.7722,0.4298
1086,36.1201,27.9369,2023-08-01,2016,not fire,0.8563,0.6623
1087,38.3453,22.7377,2023-08-02,903,not fire,0.7065,0.4221
1088,38.3664,23.2472,2023-08-12,1147,not fire,0.6793,0.5243
1089,41.1132,26.0585,2023-08-15,1215,not fire,0.792,0.4573
1090,39.3473,22.7858,2023-07-27,921,fire,0.8011,0.5938
1091,38.1544,22.1785,2023-08-12,2057,not fire,0.8791,0.6004
1092,41.042,26.1249,2023-08-11,1926,not fire,0.739,0.3792
1093,36.1627,27.9468,2023-08-01,2016,not fire,0.7871,0.4847
1094,40.9112,25.7175,2023-08-12,2007,not fire,0.437,0.1789
1095,39.3466,22.7824,2023-07-07,35,not fire,0.7865,0.673
1096,41.0262,26.1792,2023-08-22,2346,fire,0.7358,0.352
1097,36.0865,27.9772,2023-07-13,104,not fire,0.9012,0.6725
1098,36.1541,27.9426,2023-08-13,857,not fire,0.6714,0.4589
1099,40.9919,25.9885,2023-08-01,1926,not fire,0.9004,0.5543
1100,40.8773,26.0976,2023-08-01,822,not fire,0.562,0.3339
1101,36.1322,27.9812,2023-07-12,914,not fire,0.8802,0.5919
1102,36.2346,27.9391,2023-07-28,2355,not fire,0.8082,0.5645
1103,40.9481,25.8918,2023-08-01,1926,not fire,0.9054,0.5435
1104,36.2507,27.9164,2023-07-09,1058,not fire,0.6337,0.4486
1105,41.0912,26.206,2023-08-02,1148,not fire,0.8011,0.545
1106,36.056,27.9266,2023-07-25,1902,fire,0.8883,0.636
1107,40.9664,25.9259,2023-08-11,1926,not fire,0.9211,0.5583
1108,40.9815,25.81,2023-08-12,2007,not fire,0.8484,0.4852
1109,36.1608,27.9244,2023-07-12,2016,not fire,0.794,0.5322
1110,41.0007,26.1788,2023-08-13,805,not fire,0.6325,0.3279
1111,39.3194,22.8447,2023-07-17,35,not fire,0.8579,0.6631
1112,41.1658,26.1332,2023-08-20,1228,not fire,0.566,0.3193
1113,41.0366,26.004,2023-08-02,43,not fire,0.787,0.3608
1114,36.0758,27.8838,2023-07-26,841,fire,0.8945,0.6318
1115,36.1209,27.9163,2023-07-03,1919,not fire,0.9126,0.6563
1116,40.9965,26.1469,2023-08-02,2007,not fire,0.6487,0.3849
1117,39.7727,19.8722,2023-08-04,937,not fire,0.8069,0.5809
1118,38.1687,23.4869,2023-07-18,51,fire,0.7345,0.4623
1119,39.7804,19.891,2023-07-05,49,not fire,0.684,0.5301
1120,38.1144,23.4391,2023-08-08,1236,not fire,0.6064,0.4071
1121,41.2092,26.2185,2023-08-11,27,not fire,0.6266,0.4396
1122,41.0495,26.1756,2023-08-02,1148,not fire,0.7518,0.473
1123,36.0937,27.8929,2023-08-05,1943,not fire,0.8477,0.6138
1124,41.0487,26.0186,2023-08-22,1148,fire,0.7967,0.3807
1125,40.8567,26.0732,2023-07-31,1202,not fire,0.7206,0.3826
1126,41.1686,25.5191,2023-08-12,1148,not fire,0.9012,0.6363
1127,41.0712,26.0722,2023-08-12,902,not fire,0.8181,0.6283
1128,39.3338,22.8072,2023-07-27,35,fire,0.5267,0.3006
1129,41.1383,26.1354,2023-08-11,1132,not fire,0.5417,0.3546
1130,40.9225,25.7297,2023-08-22,2007,fire,0.4842,0.2873
1131,41.1423,26.1751,2023-08-31,1942,fire,0.695,0.387
1132,36.0416,27.8846,2023-08-04,1152,not fire,0.9079,0.5521
1133,41.1219,26.2147,2023-08-04,28,not fire,0.7037,0.4923
1134,41.1901,25.558,2023-08-31,1106,not fire,0.7969,0.505
1135,39.3674,22.8097,2023-08-15,1235,not fire,0.7163,0.3896
1136,37.8011,23.9524,2023-08-06,1113,not fire,0.6526,0.4849
1137,38.1683,23.4913,2023-07-17,2009,fire,0.7345,0.576
1138,39.7804,19.891,2023-08-14,49,not fire,0.7925,0.5908
1139,40.9572,26.0263,2023-08-31,1106,not fire,0.7236,0.3824
1140,36.0537,27.9194,2023-08-14,2354,not fire,0.8223,0.5343
1141,40.977,25.9211,2023-08-31,1926,not fire,0.8672,0.4968
1142,38.3215,22.7414,2023-08-02,1147,not fire,0.8824,0.6769
1143,36.0643,27.8932,2023-08-04,800,not fire,0.9189,0.5307
1144,40.8685,26.0814,2023-08-11,1926,not fire,0.6464,0.4296
1145,40.9005,25.9564,2023-07-31,919,not fire,0.8811,0.5507
1146,40.9438,25.7407,2023-08-12,2007,not fire,0.499,0.2798
1147,39.3442,22.83,2023-07-07,35,not fire,0.8921,0.8994
1148,41.1139,26.2093,2023-08-04,1133,not fire,0.7433,0.5499
1149,36.083,27.8972,2023-08-15,841,not fire,0.8813,0.559
1150,40.981,26.0585,2023-08-02,43,not fire,0.8194,0.4724
1151,41.1247,26.1465,2023-08-24,846,fire,0.6937,0.3934
1152,36.0205,27.8826,2023-08-15,841,not fire,0.6001,0.375
1153,41.1214,26.2016,2023-08-04,1133,not fire,0.6913,0.5158
1154,41.1481,26.0777,2023-08-29,41,fire,0.7974,0.5305
1155,40.937,26.0705,2023-08-02,902,not fire,0.8206,0.4477
1156,36.245,27.9694,2023-07-23,104,fire,0.9013,0.7053
1157,41.0897,26.1958,2023-08-22,43,fire,0.6816,0.4012
1158,41.2031,26.1906,2023-08-21,27,not fire,0.6708,0.4406
1159,41.1521,25.5356,2023-08-12,1148,not fire,0.9162,0.5947
1160,40.8888,25.8263,2023-08-12,43,not fire,0.8411,0.5305
1161,41.1406,26.0995,2023-08-18,1918,not fire,0.72,0.434
1162,41.1282,26.1051,2023-08-06,829,not fire,0.7406,0.5216
1163,36.1877,27.9356,2023-07-22,914,fire,0.6151,0.4343
1164,38.3664,23.2472,2023-08-02,1147,not fire,0.6793,0.5243
1165,40.9915,25.9361,2023-08-01,1926,not fire,0.8835,0.5409
1166,38.1151,20.7472,2023-08-13,2031,fire,0.9113,0.5191
1167,39.3232,22.7993,2023-07-07,1139,not fire,0.6166,0.479
1168,36.9494,22.5537,2023-07-29,1236,not fire,0.6535,0.3917
1169,36.0723,27.9063,2023-07-16,841,not fire,0.8997,0.6841
1170,36.0736,27.966,2023-08-11,2016,not fire,0.8924,0.5224
1171,41.0066,26.1452,2023-08-22,2007,fire,0.7468,0.3554
1172,36.0588,27.9403,2023-08-13,8,not fire,0.8767,0.5828
1173,41.0141,25.9254,2023-08-12,2007,not fire,0.8446,0.4785
1174,36.2117,27.9872,2023-07-13,817,not fire,0.8996,0.5769
1175,41.1587,25.3028,2023-08-21,1926,fire,0.7929,0.3857
1176,39.3232,22.7993,2023-07-17,1139,not fire,0.511,0.288
1177,38.318,22.7304,2023-08-22,44,fire,0.6463,0.3765
1178,39.3113,22.7885,2023-07-07,1139,not fire,0.5441,0.4211
1179,40.9086,25.8192,2023-08-12,43,not fire,0.7839,0.4652
1180,40.9153,26.071,2023-08-19,1943,fire,0.7491,0.4142
1181,38.3325,22.7513,2023-08-02,1147,not fire,0.8168,0.6226
1182,40.9428,25.8135,2023-08-22,902,fire,0.6591,0.3499
1183,36.2397,27.945,2023-08-08,850,not fire,0.8384,0.5602
1184,41.1812,26.2126,2023-08-11,27,not fire,0.6002,0.423
1185,40.9874,26.176,2023-08-14,1133,not fire,0.4741,0.2811
1186,38.2381,22.8496,2023-08-02,2006,not fire,0.7517,0.489
1187,37.1213,22.0186,2023-08-21,1131,not fire,0.782,0.5289
1188,38.1696,23.4584,2023-07-29,849,not fire,0.7711,0.5189
1189,40.9447,25.933,2023-08-31,1926,not fire,0.8158,0.5365
1190,40.9947,25.8893,2023-08-02,1148,not fire,0.8759,0.5419
1191,41.0374,25.8924,2023-08-06,1119,not fire,0.8409,0.4897
1192,40.9741,26.0358,2023-08-12,902,not fire,0.7317,0.3629
1193,40.9995,25.9269,2023-08-12,1148,not fire,0.8923,0.5273
1194,40.9903,25.929,2023-08-22,1148,fire,0.8487,0.5174
1195,39.4007,22.8736,2023-07-06,1944,not fire,0.8929,0.7228
1196,38.152,22.2018,2023-08-02,1919,not fire,0.8498,0.5242
1197,36.0771,27.9156,2023-07-14,857,not fire,0.8938,0.6346
1198,41.1918,26.257,2023-08-11,1942,not fire,0.748,0.5585
1199,36.1096,27.9433,2023-08-12,104,not fire,0.8387,0.5659
1200,39.3886,22.865,2023-07-07,35,not fire,0.8539,0.7174
1201,38.0568,23.4369,2023-08-07,2049,not fire,0.695,0.4421
1202,39.3522,22.7633,2023-08-06,35,not fire,0.793,0.6077
1203,39.3426,22.8431,2023-08-16,35,not fire,0.6721,0.5444
1204,38.1698,23.5026,2023-08-06,2009,not fire,0.8114,0.5117
1205,38.1222,23.6033,2023-08-24,1133,fire,0.3106,0.1419
1206,41.0457,26.1203,2023-08-22,43,fire,0.8187,0.4255
1207,38.0186,24.5093,2023-08-03,1111,not fire,0.7841,0.457
1208,41.1751,26.1845,2023-08-31,27,fire,0.6765,0.3871
1209,36.1295,27.9462,2023-07-13,817,not fire,0.8347,0.6016
1210,41.0387,26.1058,2023-08-22,43,fire,0.8007,0.4077
1211,40.885,25.6692,2023-08-02,2007,not fire,0.548,0.2857
1212,40.9652,25.7522,2023-08-12,2007,not fire,0.6711,0.3854
1213,38.1596,23.4848,2023-08-07,51,not fire,0.8642,0.5552
1214,40.9411,25.8172,2023-08-22,1148,fire,0.6915,0.3736
1215,40.9876,25.903,2023-08-02,902,not fire,0.8981,0.5619
1216,40.9903,26.129,2023-08-02,1148,not fire,0.798,0.4198
1217,38.1719,23.4936,2023-07-28,946,not fire,0.6389,0.3379
1218,40.9552,25.7537,2023-08-22,2007,fire,0.6269,0.3876
1219,38.1211,23.6393,2023-08-02,1147,not fire,0.6671,0.4248
1220,39.3522,22.7633,2023-07-07,35,not fire,0.7636,0.6016
