,latitude,longitude,acq_date,acq_time,class,NDVI,EVI
5243,38.1681,23.5364,2023-07-09,849,not fire,0.7005,0.492
5244,36.2466,27.9051,2023-07-09,850,not fire,0.6899,0.4858
5245,36.2084,27.9998,2023-08-11,2016,not fire,0.914,0.5126
5246,36.0509,27.8921,2023-07-15,1152,not fire,0.8929,0.6762
5247,36.2303,27.9332,2023-08-07,2355,not fire,0.8496,0.6124
5248,36.1542,27.9697,2023-07-02,23,not fire,0.7488,0.5224
5249,40.9287,25.9582,2023-08-01,1106,not fire,0.8076,0.5032
5250,38.0261,24.5364,2023-07-13,1207,not fire,0.7108,0.4069
5251,36.0406,27.8934,2023-08-04,1152,not fire,0.8849,0.5159
5252,41.1511,25.2461,2023-08-22,1148,fire,0.7871,0.3793
5253,41.0569,26.0263,2023-08-11,1926,not fire,0.8373,0.5193
5254,36.0801,27.939,2023-07-03,104,not fire,0.9151,0.6145
5255,41.011,26.1046,2023-08-02,43,not fire,0.6323,0.3876
5256,39.3668,22.7401,2023-07-26,1235,fire,0.6608,0.3913
5257,40.9663,26.0791,2023-08-22,902,fire,0.7302,0.3905
5258,38.1667,23.4987,2023-07-08,51,not fire,0.6736,0.4626
5259,39.3473,22.7858,2023-08-06,921,not fire,0.7936,0.5275
5260,40.8838,25.7903,2023-08-22,902,fire,0.8153,0.4759
5261,41.0548,26.1909,2023-08-27,56,fire,0.6098,0.361
5262,41.0136,25.9815,2023-08-11,1926,not fire,0.8744,0.5286
5263,41.1086,26.0391,2023-08-04,28,not fire,0.8531,0.4495
5264,38.2507,22.884,2023-08-22,44,fire,0.8484,0.5175
5265,40.8575,25.7874,2023-08-22,43,fire,0.8,0.4646
5266,36.0658,27.9295,2023-08-02,104,not fire,0.8893,0.6082
5267,38.1802,23.512,2023-07-27,2009,not fire,0.3966,0.2321
5268,36.1393,27.951,2023-07-02,914,not fire,0.8854,0.5905
5269,41.0168,26.0685,2023-08-22,43,fire,0.8308,0.4296
5270,36.1386,27.9405,2023-07-23,1207,fire,0.8302,0.6286
5271,38.4188,22.7472,2023-08-13,2047,not fire,0.6821,0.4411
5272,39.3273,22.8597,2023-07-07,35,not fire,0.7633,0.6129
5273,41.222,26.1879,2023-08-20,2039,not fire,0.692,0.4463
5274,39.4113,22.8708,2023-07-16,1944,not fire,0.8388,0.6849
5275,38.0891,23.5085,2023-07-28,1154,not fire,0.6828,0.54
5276,40.9226,25.8479,2023-08-22,43,fire,0.8209,0.5095
5277,38.3925,23.208,2023-07-03,1208,not fire,0.7741,0.5976
5278,38.0053,24.5382,2023-07-24,8,fire,0.5639,0.3563
5279,39.3827,22.8103,2023-07-06,1235,not fire,0.7265,0.5482
5280,41.1059,26.1405,2023-08-11,1106,not fire,0.7907,0.5447
5281,41.0328,26.142,2023-08-12,43,not fire,0.7675,0.5298
5282,36.0342,27.8672,2023-07-06,1943,not fire,0.8674,0.5606
5283,41.1025,26.0826,2023-08-24,1133,fire,0.6488,0.362
5284,38.013,24.5066,2023-08-13,1111,not fire,0.7605,0.5093
5285,36.223,28.0188,2023-08-02,1919,not fire,0.8369,0.482
5286,41.009,26.1168,2023-08-02,43,not fire,0.7328,0.3609
5287,38.1402,23.5621,2023-07-09,1058,not fire,0.6457,0.5104
5288,38.1038,23.4816,2023-08-07,1154,not fire,0.5998,0.3727
5289,38.0188,24.5317,2023-07-04,1111,not fire,0.605,0.3872
5290,38.1033,23.6437,2023-08-02,1147,not fire,0.7335,0.4773
5291,40.8838,25.7903,2023-08-02,902,not fire,0.862,0.459
5292,40.97,25.9443,2023-08-21,1926,fire,0.8751,0.5891
5293,38.0876,23.6336,2023-08-12,903,not fire,0.6015,0.4709
5294,40.8873,26.0729,2023-08-20,57,fire,0.7236,0.3722
5295,41.2092,26.2185,2023-08-31,27,fire,0.6177,0.4
5296,40.938,26.0591,2023-08-11,1106,not fire,0.6227,0.3119
5297,41.0509,25.9873,2023-08-12,2007,not fire,0.7539,0.3885
5298,41.0262,26.1792,2023-08-12,2346,not fire,0.7577,0.4856
5299,38.1328,23.6054,2023-08-24,1950,fire,0.2977,0.1347
5300,40.9537,25.7391,2023-08-12,2007,not fire,0.5645,0.2906
5301,41.0986,26.1816,2023-08-11,1926,not fire,0.5868,0.3975
5302,36.1087,27.9427,2023-07-14,8,not fire,0.8786,0.6579
5303,41.072,26.0531,2023-08-12,1148,not fire,0.8222,0.4042
5304,36.0525,27.9072,2023-08-04,1152,not fire,0.775,0.4505
5305,36.0988,27.9406,2023-08-03,8,not fire,0.8855,0.5794
5306,40.8935,25.793,2023-08-02,902,not fire,0.8032,0.4898
5307,41.0026,25.9266,2023-08-21,1926,fire,0.8473,0.4662
5308,40.952,26.0027,2023-08-21,1106,fire,0.6469,0.3573
5309,40.8767,25.7734,2023-08-22,902,fire,0.7384,0.4203
5310,38.3507,22.7037,2023-08-12,903,not fire,0.8184,0.5931
5311,38.2587,22.8708,2023-08-11,1926,not fire,0.7611,0.5053
5312,36.1946,27.9811,2023-08-01,2016,not fire,0.8996,0.5426
5313,38.1292,23.6874,2023-08-03,125,not fire,0.736,0.6046
5314,39.4042,22.8954,2023-08-06,35,not fire,0.9038,0.5102
5315,39.3516,22.7402,2023-07-26,1235,fire,0.8465,0.7176
5316,40.9698,25.8843,2023-08-01,1926,not fire,0.8572,0.5439
5317,40.9943,25.8228,2023-08-13,1052,not fire,0.7254,0.4499
5318,36.0714,27.8883,2023-08-04,1152,not fire,0.9123,0.5559
5319,36.1736,27.9898,2023-08-12,817,not fire,0.7565,0.4632
5320,41.0328,26.142,2023-08-22,43,fire,0.7848,0.384
5321,41.0244,25.9784,2023-08-11,1926,not fire,0.85,0.5122
5322,36.2149,28.045,2023-07-04,1111,not fire,0.918,0.6179
5323,41.1737,22.6532,2023-08-31,1132,fire,0.7958,0.6172
5324,40.8868,26.0798,2023-08-10,919,not fire,0.7084,0.4125
5325,38.074,23.4649,2023-07-08,1154,not fire,0.5292,0.3632
5326,41.0431,26.1713,2023-08-02,902,not fire,0.6416,0.4115
5327,40.9767,26.021,2023-08-22,902,fire,0.755,0.4458
5328,36.1294,27.9747,2023-07-12,914,not fire,0.8344,0.5648
5329,40.9874,26.176,2023-08-24,1133,fire,0.4741,0.2811
5330,38.4037,23.214,2023-07-23,1208,fire,0.836,0.7007
5331,38.1758,23.4781,2023-07-27,2009,not fire,0.4038,0.2411
5332,41.1059,26.1405,2023-08-01,1106,not fire,0.7907,0.5447
5333,41.0064,25.9454,2023-08-31,1926,not fire,0.8279,0.5011
5334,38.1588,23.4742,2023-07-08,1154,not fire,0.7411,0.4942
5335,41.1703,22.6357,2023-08-31,1132,fire,0.7612,0.4584
5336,41.1136,26.197,2023-08-02,2007,not fire,0.7321,0.5555
5337,40.9344,25.9953,2023-08-11,1,not fire,0.7181,0.3778
5338,41.0008,26.0514,2023-08-12,43,not fire,0.7957,0.5108
5339,41.0236,26.1654,2023-08-22,902,fire,0.7615,0.3574
5340,39.3371,22.7804,2023-08-16,35,not fire,0.7716,0.5343
5341,40.8685,26.0814,2023-08-31,1926,not fire,0.6353,0.3992
5342,39.3335,22.7993,2023-07-27,921,fire,0.4209,0.2166
5343,40.9964,26.1736,2023-08-14,1133,not fire,0.5329,0.289
5344,38.1491,23.4838,2023-07-27,2009,not fire,0.7607,0.4819
5345,38.1467,23.6289,2023-08-04,1950,not fire,0.4415,0.2269
5346,40.9083,25.8666,2023-08-21,1926,fire,0.766,0.515
5347,38.3448,22.7364,2023-08-12,44,not fire,0.7065,0.4221
5348,41.192,26.1687,2023-08-10,1228,not fire,0.6917,0.4752
5349,40.9373,25.8954,2023-08-01,1926,not fire,0.8665,0.5333
5350,40.9642,25.8507,2023-08-12,1148,not fire,0.8267,0.4788
5351,36.0946,27.944,2023-07-03,104,not fire,0.9019,0.5999
5352,40.9235,26.0713,2023-08-29,1121,not fire,0.7306,0.3938
5353,38.3574,23.2453,2023-08-02,2006,not fire,0.6576,0.511
5354,39.7864,19.8955,2023-07-05,1154,not fire,0.6798,0.4497
5355,38.1368,23.6617,2023-08-12,2006,not fire,0.7733,0.6746
5356,40.9793,25.8953,2023-08-02,43,not fire,0.8626,0.5401
5357,40.9742,26.0023,2023-08-12,1148,not fire,0.805,0.4471
5358,38.1512,23.5581,2023-08-08,1952,not fire,0.4359,0.2979
5359,40.9732,26.103,2023-08-22,902,fire,0.7184,0.3722
5360,38.1403,23.4242,2023-07-03,816,not fire,0.708,0.4979
5361,41.1901,25.558,2023-08-11,1106,not fire,0.8125,0.5019
5362,41.222,26.201,2023-08-20,1901,not fire,0.5936,0.3797
5363,38.1435,23.5209,2023-08-07,1912,not fire,0.7515,0.5286
5364,38.1032,23.462,2023-07-18,946,fire,0.7581,0.5373
5365,39.4042,22.8954,2023-08-16,35,not fire,0.8914,0.5271
5366,41.2283,26.1828,2023-08-21,837,not fire,0.7386,0.4892
5367,38.0188,24.5317,2023-07-24,1111,fire,0.6441,0.3529
5368,36.1542,27.9697,2023-08-11,23,not fire,0.7354,0.4025
5369,38.5606,23.6752,2023-08-12,44,not fire,0.706,0.4878
5370,39.3869,22.8782,2023-07-07,35,not fire,0.6861,0.5443
5371,40.8775,26.092,2023-08-21,822,fire,0.5005,0.3246
5372,41.1709,25.279,2023-08-12,902,not fire,0.8582,0.3768
5373,39.7711,19.8617,2023-07-25,1154,fire,0.81,0.6685
5374,36.959,22.5412,2023-07-10,1140,not fire,0.7314,0.5632
5375,36.242,27.9317,2023-07-19,850,fire,0.48,0.3241
5376,36.0537,27.9194,2023-08-04,2354,not fire,0.7945,0.5301
5377,40.9409,25.9137,2023-08-31,1926,not fire,0.8741,0.612
5378,40.938,26.0888,2023-08-12,1148,not fire,0.7961,0.4202
5379,38.3507,22.7037,2023-08-02,903,not fire,0.8184,0.5931
5380,38.1398,23.5372,2023-07-28,1154,not fire,0.8192,0.5685
5381,40.8786,25.9765,2023-08-20,57,fire,0.8022,0.4859
5382,36.1141,27.9502,2023-07-03,1207,not fire,0.7863,0.5626
5383,36.1004,27.9336,2023-08-01,2016,not fire,0.8834,0.6099
5384,40.9305,25.8251,2023-08-22,902,fire,0.7434,0.4217
5385,40.9878,25.9761,2023-08-31,1926,not fire,0.864,0.4831
5386,38.1381,23.6489,2023-08-04,847,not fire,0.6124,0.4318
5387,36.2304,27.9928,2023-07-13,1919,not fire,0.8847,0.6372
5388,40.9802,26.1209,2023-08-02,902,not fire,0.7392,0.3664
5389,38.1372,23.463,2023-07-27,2009,not fire,0.6056,0.3453
5390,41.0482,26.2,2023-08-07,1201,not fire,0.6123,0.4004
5391,40.883,25.7289,2023-08-02,1148,not fire,0.8328,0.4655
5392,38.1172,23.5112,2023-07-08,51,not fire,0.7412,0.5648
5393,36.1498,27.9313,2023-07-03,1919,not fire,0.6715,0.4459
5394,41.0827,26.181,2023-08-02,43,not fire,0.4324,0.3118
5395,41.1601,25.2837,2023-08-02,43,not fire,0.6884,0.4041
5396,39.3019,22.7915,2023-08-06,1139,not fire,0.8217,0.4659
5397,41.0531,26.1863,2023-08-07,910,not fire,0.6582,0.4391
5398,40.9802,26.1209,2023-08-12,902,not fire,0.7392,0.3664
5399,40.9668,25.7672,2023-08-02,2007,not fire,0.7416,0.4084
5400,38.1402,23.6185,2023-08-25,1214,fire,0.3028,0.1448
5401,40.9083,25.8666,2023-08-01,1926,not fire,0.8756,0.6313
5402,41.0954,26.1155,2023-08-02,902,not fire,0.6514,0.4198
5403,36.0416,27.8846,2023-07-05,1152,not fire,0.9016,0.6258
5404,38.0261,24.5364,2023-08-02,1207,not fire,0.705,0.4118
5405,38.3366,22.734,2023-08-01,1926,not fire,0.7421,0.4687
5406,41.1825,26.1761,2023-08-10,1901,not fire,0.7115,0.4997
5407,38.1162,23.6195,2023-08-13,125,not fire,0.6453,0.365
5408,41.064,24.6989,2023-08-12,43,not fire,0.8473,0.6137
5409,36.0619,27.8825,2023-08-14,1902,not fire,0.8889,0.5679
5410,41.0067,26.1824,2023-08-04,1950,not fire,0.6791,0.4216
5411,38.1437,23.7289,2023-08-24,29,fire,0.4433,0.2343
5412,41.0671,26.1367,2023-08-31,1926,not fire,0.7205,0.409
5413,40.8761,25.8332,2023-08-22,902,fire,0.8638,0.5549
5414,40.9363,25.7799,2023-08-22,1148,fire,0.5251,0.3065
5415,40.9083,25.7665,2023-08-22,902,fire,0.5834,0.3521
5416,38.0479,23.4027,2023-07-09,849,not fire,0.799,0.5488
5417,40.909,25.7862,2023-08-02,1148,not fire,0.806,0.4473
5418,36.0701,27.8861,2023-08-04,1902,not fire,0.9129,0.5242
5419,37.9266,24.7984,2023-08-06,1933,not fire,0.7446,0.4447
5420,36.2281,28.0091,2023-07-14,1959,not fire,0.8466,0.6161
5421,38.0111,24.5348,2023-08-03,857,not fire,0.5498,0.3264
5422,36.2222,27.9888,2023-07-13,817,not fire,0.8999,0.6218
5423,36.0973,27.9121,2023-07-27,921,fire,0.8974,0.5866
5424,41.0366,26.004,2023-08-22,43,fire,0.7164,0.3361
5425,41.1105,26.0601,2023-08-24,1950,fire,0.792,0.4573
5426,41.1059,26.1405,2023-08-21,1106,fire,0.7855,0.4272
5427,41.1637,26.0842,2023-08-20,1228,not fire,0.6371,0.3899
5428,36.182,27.9875,2023-08-12,1207,not fire,0.8217,0.5279
5429,37.8191,23.9196,2023-07-07,2009,not fire,0.7312,0.6305
5430,40.9898,25.7932,2023-08-02,2007,not fire,0.7375,0.4307
5431,38.0915,23.4187,2023-07-29,849,not fire,0.5273,0.3118
5432,40.8863,25.965,2023-08-22,1148,fire,0.7593,0.429
5433,41.157,26.1239,2023-08-10,934,not fire,0.66,0.4049
5434,38.143,23.7087,2023-08-23,1909,fire,0.4962,0.2938
5435,39.3519,22.7342,2023-07-27,1139,fire,0.8437,0.6459
5436,38.0452,23.4055,2023-07-08,2049,not fire,0.5968,0.4305
5437,41.0228,26.0886,2023-08-22,43,fire,0.8016,0.377
5438,39.7861,19.8834,2023-07-25,2041,fire,0.6571,0.4903
5439,36.0556,27.9094,2023-07-14,857,not fire,0.8213,0.557
5440,40.9864,26.0242,2023-08-02,902,not fire,0.6513,0.3709
5441,41.1133,26.0919,2023-08-04,1133,not fire,0.7318,0.56
5442,41.1568,25.246,2023-08-12,43,not fire,0.8191,0.474
5443,36.0523,27.9266,2023-07-04,857,not fire,0.817,0.5703
5444,40.9192,25.8626,2023-08-11,1926,not fire,0.8442,0.5462
5445,36.1968,27.9221,2023-08-10,1935,not fire,0.741,0.5222
5446,40.9468,25.9793,2023-08-11,1106,not fire,0.7036,0.4023
5447,38.0495,23.4427,2023-07-29,1058,not fire,0.5343,0.3121
5448,39.2994,22.8341,2023-07-27,1139,fire,0.8717,0.6948
5449,39.3321,22.8206,2023-07-17,35,not fire,0.7727,0.5482
5450,40.9488,26.0993,2023-08-22,1148,fire,0.7581,0.4482
5451,41.1962,26.2142,2023-08-11,837,not fire,0.6574,0.4578
5452,40.9395,25.8048,2023-08-22,1148,fire,0.6042,0.3468
5453,38.0384,24.5503,2023-07-03,1207,not fire,0.4679,0.2939
5454,40.9086,25.8192,2023-08-02,43,not fire,0.7839,0.4652
5455,39.3074,22.7571,2023-07-07,2024,not fire,0.8187,0.6006
5456,36.0804,27.9342,2023-07-03,104,not fire,0.922,0.6627
5457,40.925,25.9885,2023-08-31,1,not fire,0.5307,0.2877
5458,36.2028,27.9857,2023-08-11,2016,not fire,0.8973,0.5371
5459,40.9759,26.0152,2023-08-22,1148,fire,0.8042,0.5159
5460,41.0482,26.2,2023-08-27,1201,fire,0.6304,0.3457
5461,38.1589,23.4949,2023-07-28,946,not fire,0.883,0.5722
5462,38.0389,24.5341,2023-07-24,857,fire,0.6339,0.3808
5463,39.7561,19.8903,2023-08-12,2058,not fire,0.6828,0.5138
5464,39.3863,22.8144,2023-08-05,1235,not fire,0.6721,0.4076
5465,41.1127,26.168,2023-08-02,1148,not fire,0.8228,0.5898
5466,38.0316,24.5208,2023-08-04,50,not fire,0.6189,0.3318
5467,36.2425,27.935,2023-08-07,2355,not fire,0.5099,0.3654
5468,41.0208,26.1007,2023-08-12,43,not fire,0.7764,0.3761
5469,40.9063,26.0672,2023-08-09,1943,not fire,0.8061,0.4605
5470,36.1917,27.9507,2023-07-31,1935,not fire,0.8321,0.4768
5471,41.0187,26.0563,2023-08-22,43,fire,0.8575,0.5039
5472,38.335,22.7518,2023-08-12,2006,not fire,0.8121,0.56
5473,41.1121,26.0717,2023-08-04,1950,not fire,0.8452,0.4873
5474,40.9394,25.7174,2023-08-13,1052,not fire,0.3923,0.2415
5475,41.0462,24.7025,2023-08-31,1926,not fire,0.7162,0.3965
5476,39.765,19.8626,2023-07-25,49,fire,0.7905,0.6455
5477,41.0595,26.0292,2023-08-02,1148,not fire,0.873,0.4878
5478,36.1016,27.9774,2023-08-02,104,not fire,0.889,0.5883
5479,38.1404,23.6717,2023-08-04,29,not fire,0.7733,0.6746
5480,41.0074,25.9529,2023-08-02,43,not fire,0.8922,0.5129
5481,38.0555,23.3988,2023-07-28,1912,not fire,0.7848,0.5401
5482,38.1665,23.5308,2023-07-28,1154,not fire,0.859,0.6279
5483,38.2469,22.9131,2023-08-31,822,not fire,0.6935,0.4436
5484,39.3886,22.865,2023-08-16,35,not fire,0.8022,0.6401
5485,38.0053,24.5382,2023-08-03,8,not fire,0.4186,0.2345
5486,38.0949,23.4837,2023-08-07,1154,not fire,0.8067,0.6562
5487,40.9566,25.8647,2023-08-12,1148,not fire,0.8998,0.5761
5488,39.7688,19.9084,2023-07-14,7,not fire,0.6721,0.4413
5489,37.1054,25.505,2023-07-25,24,not fire,0.7082,0.5576
5490,36.2213,27.9488,2023-08-02,1919,not fire,0.9094,0.5258
5491,39.3018,22.8475,2023-07-17,1139,not fire,0.4565,0.3151
5492,36.1487,27.9265,2023-08-11,2016,not fire,0.6461,0.4119
5493,38.1609,23.523,2023-08-07,808,not fire,0.7165,0.44
5494,38.086,23.4857,2023-07-18,1154,fire,0.7517,0.5554
5495,38.2514,23.8373,2023-07-06,1142,fire,0.7688,0.6213
5496,40.9566,26.0761,2023-08-22,902,fire,0.7553,0.3979
5497,41.0662,24.6869,2023-08-22,1148,fire,0.8357,0.5206
5498,41.1586,25.2342,2023-08-12,43,not fire,0.8414,0.4942
5499,36.2398,27.8937,2023-07-09,1058,not fire,0.8378,0.6069
5500,41.1323,26.1513,2023-08-24,1950,fire,0.6305,0.3528
5501,38.0555,23.3988,2023-07-08,1912,not fire,0.816,0.7629
5502,40.9907,25.9985,2023-08-12,43,not fire,0.9004,0.5543
5503,41.1238,26.0823,2023-08-16,1119,not fire,0.7267,0.3945
5504,38.1544,22.1785,2023-07-13,2057,not fire,0.8274,0.5895
5505,38.1647,23.5107,2023-07-18,51,fire,0.5683,0.3193
5506,40.9344,26.085,2023-08-02,902,not fire,0.8282,0.4534
5507,37.1008,25.4975,2023-07-24,1944,not fire,0.7631,0.6097
5508,36.9605,22.5165,2023-08-08,1236,not fire,0.7295,0.4629
5509,39.4039,22.8905,2023-07-06,1944,not fire,0.8807,0.6913
5510,40.9157,25.767,2023-08-22,2007,fire,0.526,0.3061
5511,40.9621,25.7233,2023-08-02,2007,not fire,0.7288,0.3527
5512,40.8973,26.0698,2023-08-29,1943,not fire,0.7489,0.4084
5513,40.979,26.0706,2023-08-22,43,fire,0.7397,0.4181
5514,36.039,27.8979,2023-08-14,1902,not fire,0.8671,0.5643
5515,38.0022,24.5325,2023-07-24,857,fire,0.5285,0.3331
5516,40.9295,25.8187,2023-08-02,902,not fire,0.7331,0.3945
5517,39.3483,22.7691,2023-07-07,35,not fire,0.7938,0.697
5518,36.0285,27.8786,2023-08-05,1056,not fire,0.8737,0.4864
5519,40.9153,25.7841,2023-08-12,902,not fire,0.7452,0.4022
5520,36.0197,27.8524,2023-08-05,1056,not fire,0.8319,0.4785
5521,40.897,26.1099,2023-08-11,1926,not fire,0.6986,0.4108
5522,38.5518,23.6731,2023-08-22,44,fire,0.7005,0.4997
5523,40.9957,26.1342,2023-08-03,943,not fire,0.7763,0.4017
5524,41.0193,26.174,2023-08-02,2347,not fire,0.7645,0.4933
5525,37.9528,23.0443,2023-07-08,51,not fire,0.5943,0.3756
5526,36.1105,27.9184,2023-07-23,1207,fire,0.8612,0.5861
5527,36.1364,27.9372,2023-08-12,817,not fire,0.8475,0.4478
5528,40.9572,26.0263,2023-08-01,1106,not fire,0.6522,0.3226
5529,40.9206,26.0558,2023-08-29,1121,not fire,0.7174,0.4068
5530,38.3196,22.7189,2023-08-12,44,not fire,0.8478,0.5482
5531,36.9615,22.5554,2023-07-10,1140,not fire,0.6179,0.4344
5532,40.9636,25.7376,2023-08-12,2007,not fire,0.6471,0.3324
5533,41.0298,26.1033,2023-08-22,43,fire,0.7944,0.4217
5534,36.0658,27.9295,2023-07-13,104,not fire,0.8999,0.6432
5535,40.8678,26.0771,2023-08-31,822,not fire,0.6353,0.3992
5536,41.0847,26.1688,2023-08-02,43,not fire,0.6148,0.4318
5537,41.0462,24.7025,2023-08-21,1926,fire,0.7162,0.3965
5538,38.1387,23.6863,2023-08-04,29,not fire,0.6543,0.4728
5539,40.9336,26.034,2023-08-30,1202,not fire,0.7471,0.4088
5540,36.0631,27.9295,2023-07-04,857,not fire,0.9214,0.6991
5541,36.182,27.9875,2023-07-03,1207,not fire,0.8705,0.6047
5542,36.1308,27.9181,2023-08-13,1111,not fire,0.9002,0.6298
5543,39.3948,22.8933,2023-07-17,35,not fire,0.8853,0.6084
5544,38.0448,23.4262,2023-07-09,849,not fire,0.4803,0.3186
5545,40.9882,25.7786,2023-08-12,2007,not fire,0.7304,0.4238
5546,37.9168,24.8005,2023-08-26,1118,fire,0.4636,0.2862
5547,38.3753,23.2448,2023-08-12,1147,not fire,0.6268,0.3579
5548,40.8939,25.8526,2023-08-02,43,not fire,0.8889,0.5956
5549,40.8136,21.5619,2023-08-08,920,fire,0.4492,0.2848
5550,40.974,26.0441,2023-08-02,43,not fire,0.6975,0.4783
5551,38.1552,23.4889,2023-07-28,946,not fire,0.891,0.6246
5552,36.1608,27.9244,2023-08-11,2016,not fire,0.7905,0.4867
5553,40.9872,26.1387,2023-08-02,902,not fire,0.7253,0.3352
5554,36.1366,27.9145,2023-07-03,1207,not fire,0.7527,0.531
5555,40.9945,25.8377,2023-08-12,2007,not fire,0.7142,0.4147
5556,36.0946,27.9306,2023-08-02,1919,not fire,0.8916,0.5439
5557,36.0847,27.9166,2023-07-14,1111,not fire,0.8973,0.634
5558,36.0409,27.8908,2023-07-05,2354,not fire,0.9045,0.6226
5559,37.9482,23.0377,2023-07-28,809,not fire,0.4563,0.1828
5560,40.855,26.0548,2023-08-20,1202,fire,0.7375,0.3785
5561,38.1485,23.4942,2023-07-08,51,not fire,0.6844,0.4399
5562,38.1706,23.4506,2023-07-18,946,fire,0.8368,0.5305
5563,38.4022,23.1994,2023-07-23,1208,fire,0.898,0.5736
5564,36.0523,27.9266,2023-07-24,857,fire,0.8725,0.5956
5565,38.1467,23.6289,2023-08-24,1950,fire,0.3188,0.181
5566,38.0917,23.4608,2023-08-07,1154,not fire,0.6488,0.4053
5567,36.2648,27.9141,2023-08-08,1058,not fire,0.6906,0.4104
5568,39.7561,19.8903,2023-07-13,2058,not fire,0.6792,0.4859
5569,38.1876,23.4986,2023-07-17,2009,fire,0.6448,0.3867
5570,41.0924,26.0803,2023-08-22,1148,fire,0.5646,0.3499
5571,38.0902,23.4494,2023-08-07,1154,not fire,0.7283,0.4313
5572,36.1936,27.9874,2023-08-02,104,not fire,0.8858,0.5397
5573,40.908,25.8065,2023-08-21,1926,fire,0.7308,0.3982
5574,40.9444,25.8424,2023-08-02,1148,not fire,0.8916,0.5196
5575,36.0665,27.9358,2023-08-02,817,not fire,0.8964,0.644
5576,36.0401,27.8752,2023-07-26,841,fire,0.8822,0.5885
5577,41.1152,26.1922,2023-08-01,1106,not fire,0.712,0.5201
5578,38.2473,22.8529,2023-08-02,1147,not fire,0.6923,0.4284
5579,40.9636,25.7376,2023-08-02,2007,not fire,0.6471,0.3324
5580,36.1955,27.981,2023-08-02,104,not fire,0.8996,0.5426
5581,38.4182,22.7248,2023-08-13,2047,not fire,0.7238,0.5179
5582,36.1016,27.9774,2023-07-13,104,not fire,0.9023,0.6622
5583,36.2086,27.9328,2023-07-11,1935,not fire,0.8694,0.627
5584,41.0047,26.0275,2023-08-22,43,fire,0.7977,0.4519
5585,41.1209,26.0695,2023-08-24,1950,fire,0.7686,0.4403
5586,40.9178,26.0408,2023-07-30,1121,not fire,0.6609,0.3765
5587,38.3751,23.2414,2023-08-02,2006,not fire,0.6882,0.5262
5588,38.1394,23.4919,2023-07-18,51,fire,0.6786,0.464
5589,36.0847,27.9166,2023-08-03,1111,not fire,0.894,0.5693
5590,40.8874,26.0871,2023-08-10,919,not fire,0.5797,0.3238
5591,38.1247,23.6102,2023-08-04,847,not fire,0.3403,0.1734
5592,39.3208,22.7855,2023-07-27,1139,fire,0.6709,0.4318
5593,36.1685,27.9425,2023-07-13,1919,not fire,0.7639,0.5112
5594,38.1846,23.4761,2023-07-17,2009,fire,0.6618,0.3943
5595,40.9734,25.9024,2023-08-31,1926,not fire,0.8795,0.5485
5596,36.2015,27.9406,2023-08-01,914,not fire,0.8819,0.6067
5597,38.5606,23.6752,2023-08-02,44,not fire,0.706,0.4878
5598,38.3694,24.0868,2023-07-16,2051,not fire,0.6161,0.3436
5599,41.0687,26.0276,2023-08-22,1148,fire,0.8535,0.4739
5600,40.8468,26.0722,2023-08-31,1106,not fire,0.6536,0.4253
5601,41.0553,26.1656,2023-08-12,902,not fire,0.7225,0.4767
5602,41.1738,26.1231,2023-08-20,1228,not fire,0.6124,0.3731
5603,36.1312,27.9305,2023-08-12,817,not fire,0.8612,0.5251
5604,41.1422,26.0802,2023-08-17,1201,not fire,0.7612,0.4205
5605,41.1029,26.1959,2023-08-21,1106,fire,0.6573,0.399
5606,41.1079,26.1295,2023-08-02,1148,not fire,0.7755,0.5884
5607,36.0401,27.8752,2023-08-15,841,not fire,0.8682,0.5095
5608,41.0065,25.8256,2023-08-24,1133,fire,0.6962,0.4733
5609,36.2131,27.9624,2023-07-12,2016,not fire,0.9026,0.6443
5610,39.3232,22.7993,2023-08-06,1139,not fire,0.3909,0.1997
5611,40.8964,25.6819,2023-08-02,2007,not fire,0.5507,0.2653
5612,38.0156,24.5404,2023-07-13,1207,not fire,0.6361,0.3483
5613,41.1227,26.1515,2023-08-24,1133,fire,0.7528,0.4445
5614,40.9447,25.933,2023-08-01,1926,not fire,0.876,0.5642
5615,39.312,22.804,2023-08-16,2024,not fire,0.4477,0.2455
5616,41.0989,26.1677,2023-08-31,1106,not fire,0.7824,0.4446
5617,41.0509,25.9873,2023-08-22,2007,fire,0.6754,0.3476
5618,40.9735,25.8683,2023-08-02,902,not fire,0.7991,0.4963
5619,38.5412,23.6822,2023-08-12,44,not fire,0.7539,0.4836
5620,38.0297,24.5511,2023-07-24,8,fire,0.6431,0.4058
5621,41.1298,26.1135,2023-08-16,1119,not fire,0.6747,0.3683
5622,38.1146,23.7018,2023-08-12,2006,not fire,0.7109,0.5517
5623,36.1376,27.9348,2023-08-12,1919,not fire,0.8171,0.5642
5624,41.0044,25.8352,2023-08-12,2007,not fire,0.6655,0.4143
5625,39.3449,22.796,2023-08-16,35,not fire,0.6592,0.4211
5626,41.1879,26.2328,2023-08-11,1942,not fire,0.6861,0.4975
5627,40.9903,25.929,2023-08-12,1148,not fire,0.8857,0.5544
5628,36.2425,27.9892,2023-08-02,1919,not fire,0.593,0.3375
5629,36.1821,27.9529,2023-07-11,1935,not fire,0.8142,0.5661
5630,39.3449,22.796,2023-07-27,35,fire,0.7267,0.4887
